# Países;Fecha;Super 95;Super 95 (Sin imp.);Diesel;Diesel (Sin imp.);Diesel Cal.;Diesel Cal. (Sin imp.)
Eslovenia;30/10/2006;0,959€;0,399€;0,948€;0,467€;0,590€;0,438€
Eslovenia;23/10/2006;0,958€;0,398€;0,938€;0,458€;0,580€;0,430€
Eslovenia;16/10/2006;0,958€;0,399€;0,938€;0,459€;0,580€;0,430€
Eslovenia;09/10/2006;0,975€;0,412€;0,962€;0,479€;0,614€;0,459€
Eslovenia;02/10/2006;0,975€;0,412€;0,963€;0,479€;0,614€;0,459€
Eslovenia;25/09/2006;1,065€;0,508€;0,999€;0,530€;0,660€;0,496€
Eslovenia;18/09/2006;1,065€;0,508€;0,999€;0,530€;0,660€;0,497€
Eslovenia;11/09/2006;1,065€;0,508€;0,999€;0,530€;0,660€;0,496€
Eslovenia;04/09/2006;1,065€;0,508€;0,999€;0,530€;0,660€;0,496€
Eslovenia;28/08/2006;1,088€;0,547€;0,997€;0,528€;0,645€;0,484€
Eslovenia;21/08/2006;1,089€;0,547€;0,997€;0,528€;0,645€;0,484€
Eslovenia;14/08/2006;1,088€;0,547€;0,997€;0,528€;0,645€;0,484€
Eslovenia;07/08/2006;1,088€;0,547€;0,997€;0,528€;0,645€;0,484€
Eslovenia;31/07/2006;1,041€;0,508€;0,976€;0,511€;0,648€;0,487€
Eslovenia;24/07/2006;1,041€;0,508€;0,976€;0,511€;0,648€;0,487€
Eslovenia;17/07/2006;1,041€;0,508€;0,977€;0,511€;0,649€;0,487€
Eslovenia;10/07/2006;1,041€;0,508€;0,976€;0,511€;0,648€;0,487€
Eslovenia;03/07/2006;1,036€;0,504€;0,975€;0,510€;0,642€;0,481€
Eslovenia;26/06/2006;1,036€;0,504€;0,975€;0,510€;0,642€;0,481€
Eslovenia;19/06/2006;1,036€;0,504€;0,975€;0,510€;0,642€;0,481€
Eslovenia;12/06/2006;1,036€;0,504€;0,975€;0,510€;0,642€;0,481€
Eslovenia;05/06/2006;1,050€;0,515€;1,004€;0,534€;0,659€;0,496€
Eslovenia;29/05/2006;1,050€;0,515€;1,004€;0,534€;0,659€;0,496€
Eslovenia;22/05/2006;1,050€;0,515€;1,004€;0,534€;0,659€;0,496€
Eslovenia;15/05/2006;1,050€;0,515€;1,004€;0,534€;0,659€;0,496€
Eslovenia;08/05/2006;0,993€;0,468€;0,956€;0,494€;0,626€;0,469€
Eslovenia;01/05/2006;0,993€;0,468€;0,956€;0,494€;0,626€;0,469€
Eslovenia;24/04/2006;0,993€;0,468€;0,956€;0,494€;0,626€;0,469€
Eslovenia;10/04/2006;0,941€;0,425€;0,945€;0,485€;0,603€;0,449€
Eslovenia;03/04/2006;0,942€;0,425€;0,945€;0,485€;0,603€;0,449€
Eslovenia;27/03/2006;0,942€;0,425€;0,945€;0,485€;0,603€;0,449€
Eslovenia;20/03/2006;0,942€;0,425€;0,946€;0,485€;0,603€;0,449€
Eslovenia;13/03/2006;0,953€;0,434€;0,938€;0,479€;0,612€;0,456€
Eslovenia;06/03/2006;0,953€;0,434€;0,938€;0,479€;0,612€;0,456€
Eslovenia;27/02/2006;0,953€;0,434€;0,938€;0,479€;0,612€;0,456€
Eslovenia;20/02/2006;0,953€;0,434€;0,938€;0,479€;0,612€;0,456€
Eslovenia;13/02/2006;0,950€;0,432€;0,922€;0,466€;0,593€;0,441€
Eslovenia;06/02/2006;0,950€;0,432€;0,922€;0,466€;0,593€;0,441€
Eslovenia;30/01/2006;0,950€;0,432€;0,922€;0,466€;0,593€;0,441€
Eslovenia;23/01/2006;0,950€;0,432€;0,922€;0,466€;0,593€;0,441€
Eslovenia;16/01/2006;0,919€;0,406€;0,914€;0,459€;0,584€;0,433€
Eslovenia;09/01/2006;0,919€;0,406€;0,914€;0,459€;0,584€;0,433€
Eslovenia;17/12/2007;1,048€;0,514€;1,086€;0,603€;0,734€;0,558€
Eslovenia;10/12/2007;1,048€;0,514€;1,086€;0,603€;0,734€;0,558€
Eslovenia;03/12/2007;1,059€;0,524€;1,080€;0,598€;0,731€;0,556€
Eslovenia;26/11/2007;1,059€;0,524€;1,080€;0,598€;0,731€;0,556€
Eslovenia;19/11/2007;1,035€;0,504€;1,031€;0,557€;0,694€;0,525€
Eslovenia;12/11/2007;1,035€;0,504€;1,031€;0,557€;0,694€;0,525€
Eslovenia;05/11/2007;1,000€;0,474€;0,994€;0,526€;0,656€;0,493€
Eslovenia;29/10/2007;1,000€;0,474€;0,994€;0,526€;0,656€;0,493€
Eslovenia;22/10/2007;0,988€;0,464€;0,984€;0,518€;0,646€;0,485€
Eslovenia;15/10/2007;0,988€;0,464€;0,984€;0,518€;0,646€;0,485€
Eslovenia;08/10/2007;1,000€;0,474€;0,997€;0,529€;0,662€;0,498€
Eslovenia;01/10/2007;1,000€;0,474€;0,997€;0,529€;0,662€;0,498€
Eslovenia;24/09/2007;1,004€;0,478€;0,972€;0,508€;0,635€;0,476€
Eslovenia;17/09/2007;1,004€;0,478€;0,972€;0,508€;0,635€;0,476€
Eslovenia;10/09/2007;1,035€;0,462€;0,982€;0,495€;0,620€;0,463€
Eslovenia;03/09/2007;1,035€;0,462€;0,982€;0,495€;0,620€;0,463€
Eslovenia;27/08/2007;1,037€;0,464€;0,988€;0,500€;0,624€;0,467€
Eslovenia;20/08/2007;1,037€;0,464€;0,988€;0,500€;0,624€;0,467€
Eslovenia;13/08/2007;1,056€;0,480€;0,995€;0,506€;0,631€;0,472€
Eslovenia;06/08/2007;1,056€;0,480€;0,995€;0,506€;0,631€;0,472€
Eslovenia;30/07/2007;1,091€;0,509€;0,993€;0,504€;0,629€;0,471€
Eslovenia;23/07/2007;1,091€;0,509€;0,993€;0,504€;0,629€;0,471€
Eslovenia;16/07/2007;1,092€;0,510€;0,989€;0,501€;0,622€;0,465€
Eslovenia;09/07/2007;1,092€;0,510€;0,989€;0,501€;0,622€;0,465€
Eslovenia;02/07/2007;1,088€;0,507€;0,981€;0,494€;0,617€;0,461€
Eslovenia;25/06/2007;1,088€;0,507€;0,981€;0,494€;0,617€;0,461€
Eslovenia;18/06/2007;1,105€;0,521€;0,975€;0,489€;0,605€;0,451€
Eslovenia;11/06/2007;1,105€;0,521€;0,975€;0,489€;0,605€;0,451€
Eslovenia;04/06/2007;1,103€;0,519€;0,962€;0,478€;0,600€;0,447€
Eslovenia;28/05/2007;1,103€;0,519€;0,962€;0,478€;0,600€;0,447€
Eslovenia;21/05/2007;1,097€;0,514€;0,961€;0,478€;0,603€;0,449€
Eslovenia;14/05/2007;1,097€;0,514€;0,961€;0,478€;0,603€;0,449€
Eslovenia;07/05/2007;1,061€;0,484€;0,959€;0,476€;0,599€;0,446€
Eslovenia;30/04/2007;1,061€;0,484€;0,959€;0,476€;0,599€;0,446€
Eslovenia;23/04/2007;1,046€;0,472€;0,954€;0,472€;0,593€;0,441€
Eslovenia;16/04/2007;1,046€;0,472€;0,954€;0,472€;0,593€;0,441€
Eslovenia;02/04/2007;1,007€;0,439€;0,923€;0,446€;0,563€;0,416€
Eslovenia;26/03/2007;1,015€;0,446€;0,929€;0,451€;0,571€;0,422€
Eslovenia;19/03/2007;1,015€;0,446€;0,929€;0,451€;0,571€;0,422€
Eslovenia;12/03/2007;0,967€;0,406€;0,907€;0,433€;0,548€;0,403€
Eslovenia;05/03/2007;0,967€;0,406€;0,907€;0,433€;0,548€;0,403€
Eslovenia;26/02/2007;0,954€;0,395€;0,909€;0,434€;0,550€;0,405€
Eslovenia;19/02/2007;0,954€;0,395€;0,909€;0,434€;0,550€;0,405€
Eslovenia;12/02/2007;0,925€;0,371€;0,887€;0,416€;0,524€;0,383€
Eslovenia;05/02/2007;0,925€;0,371€;0,887€;0,416€;0,524€;0,383€
Eslovenia;29/01/2007;0,940€;0,383€;0,892€;0,420€;0,531€;0,389€
Eslovenia;22/01/2007;0,940€;0,383€;0,892€;0,420€;0,531€;0,389€
Eslovenia;15/01/2007;0,974€;0,412€;0,924€;0,447€;0,563€;0,416€
Eslovenia;08/01/2007;0,974€;0,412€;0,924€;0,447€;0,563€;0,416€
Eslovenia;15/12/2008;0,827€;0,330€;0,914€;0,460€;0,583€;0,432€
Eslovenia;08/12/2008;0,827€;0,330€;0,914€;0,460€;0,583€;0,432€
Eslovenia;01/12/2008;0,877€;0,372€;0,976€;0,511€;0,643€;0,482€
Eslovenia;24/11/2008;0,877€;0,372€;0,976€;0,511€;0,643€;0,482€
Eslovenia;17/11/2008;0,936€;0,421€;0,997€;0,529€;0,664€;0,500€
Eslovenia;10/11/2008;0,936€;0,421€;0,997€;0,529€;0,664€;0,500€
Eslovenia;03/11/2008;0,984€;0,461€;1,044€;0,568€;0,710€;0,538€
Eslovenia;27/10/2008;0,984€;0,461€;1,044€;0,568€;0,710€;0,538€
Eslovenia;20/10/2008;1,086€;0,546€;1,145€;0,652€;0,812€;0,623€
Eslovenia;13/10/2008;1,086€;0,546€;1,145€;0,652€;0,812€;0,623€
Eslovenia;06/10/2008;1,114€;0,569€;1,136€;0,645€;0,804€;0,617€
Eslovenia;29/09/2008;1,114€;0,569€;1,136€;0,645€;0,804€;0,617€
Eslovenia;22/09/2008;1,141€;0,592€;1,173€;0,676€;0,840€;0,647€
Eslovenia;15/09/2008;1,141€;0,592€;1,173€;0,676€;0,840€;0,647€
Eslovenia;08/09/2008;1,132€;0,584€;1,174€;0,676€;0,841€;0,647€
Eslovenia;01/09/2008;1,132€;0,584€;1,174€;0,676€;0,841€;0,647€
Eslovenia;25/08/2008;1,129€;0,582€;1,197€;0,696€;0,865€;0,667€
Eslovenia;18/08/2008;1,129€;0,582€;1,197€;0,696€;0,865€;0,667€
Eslovenia;11/08/2008;1,161€;0,609€;1,264€;0,751€;0,931€;0,722€
Eslovenia;04/08/2008;1,161€;0,609€;1,264€;0,751€;0,931€;0,722€
Eslovenia;28/07/2008;1,212€;0,651€;1,311€;0,791€;0,978€;0,762€
Eslovenia;21/07/2008;1,212€;0,651€;1,311€;0,791€;0,978€;0,762€
Eslovenia;14/07/2008;1,217€;0,655€;1,295€;0,777€;0,965€;0,751€
Eslovenia;07/07/2008;1,217€;0,655€;1,295€;0,777€;0,965€;0,751€
Eslovenia;30/06/2008;1,206€;0,646€;1,294€;0,776€;0,954€;0,742€
Eslovenia;23/06/2008;1,206€;0,646€;1,294€;0,776€;0,954€;0,742€
Eslovenia;16/06/2008;1,187€;0,630€;1,298€;0,780€;0,957€;0,744€
Eslovenia;09/06/2008;1,187€;0,630€;1,298€;0,780€;0,957€;0,744€
Eslovenia;02/06/2008;1,157€;0,605€;1,259€;0,747€;0,924€;0,717€
Eslovenia;26/05/2008;1,157€;0,605€;1,259€;0,747€;0,924€;0,717€
Eslovenia;19/05/2008;1,114€;0,569€;1,188€;0,688€;0,849€;0,654€
Eslovenia;12/05/2008;1,114€;0,569€;1,188€;0,688€;0,849€;0,654€
Eslovenia;05/05/2008;1,083€;0,544€;1,160€;0,665€;0,809€;0,621€
Eslovenia;28/04/2008;1,083€;0,544€;1,160€;0,665€;0,809€;0,621€
Eslovenia;21/04/2008;1,069€;0,532€;1,112€;0,625€;0,760€;0,580€
Eslovenia;14/04/2008;1,069€;0,532€;1,112€;0,625€;0,760€;0,580€
Eslovenia;07/04/2008;1,055€;0,520€;1,138€;0,646€;0,787€;0,602€
Eslovenia;31/03/2008;1,055€;0,520€;1,138€;0,646€;0,787€;0,602€
Eslovenia;17/03/2008;1,058€;0,523€;1,113€;0,626€;0,777€;0,594€
Eslovenia;10/03/2008;1,067€;0,530€;1,090€;0,606€;0,757€;0,577€
Eslovenia;03/03/2008;1,067€;0,530€;1,090€;0,606€;0,757€;0,577€
Eslovenia;25/02/2008;1,022€;0,493€;1,030€;0,556€;0,699€;0,529€
Eslovenia;18/02/2008;1,022€;0,493€;1,030€;0,556€;0,699€;0,529€
Eslovenia;11/02/2008;1,027€;0,497€;1,024€;0,551€;0,692€;0,523€
Eslovenia;04/02/2008;1,027€;0,497€;1,024€;0,551€;0,692€;0,523€
Eslovenia;28/01/2008;1,059€;0,524€;1,055€;0,577€;0,720€;0,547€
Eslovenia;21/01/2008;1,059€;0,524€;1,055€;0,577€;0,720€;0,547€
Eslovenia;14/01/2008;1,055€;0,520€;1,072€;0,591€;0,739€;0,562€
Eslovenia;07/01/2008;1,055€;0,520€;1,072€;0,591€;0,739€;0,562€
Eslovenia;21/12/2009;1,115€;0,440€;1,053€;0,446€;0,605€;0,410€
Eslovenia;14/12/2009;1,125€;0,448€;1,056€;0,448€;0,610€;0,414€
Eslovenia;07/12/2009;1,125€;0,448€;1,056€;0,448€;0,610€;0,414€
Eslovenia;30/11/2009;1,125€;0,448€;1,061€;0,452€;0,617€;0,420€
Eslovenia;23/11/2009;1,125€;0,448€;1,061€;0,452€;0,617€;0,420€
Eslovenia;16/11/2009;1,135€;0,456€;1,068€;0,458€;0,625€;0,426€
Eslovenia;09/11/2009;1,135€;0,456€;1,068€;0,458€;0,625€;0,426€
Eslovenia;02/11/2009;1,099€;0,426€;1,036€;0,431€;0,593€;0,400€
Eslovenia;26/10/2009;1,099€;0,426€;1,036€;0,431€;0,593€;0,400€
Eslovenia;19/10/2009;1,079€;0,410€;1,015€;0,414€;0,567€;0,378€
Eslovenia;12/10/2009;1,079€;0,410€;1,015€;0,414€;0,567€;0,378€
Eslovenia;05/10/2009;1,100€;0,427€;1,026€;0,423€;0,579€;0,388€
Eslovenia;28/09/2009;1,100€;0,427€;1,026€;0,423€;0,579€;0,388€
Eslovenia;21/09/2009;1,117€;0,441€;1,043€;0,437€;0,596€;0,402€
Eslovenia;14/09/2009;1,117€;0,441€;1,043€;0,437€;0,596€;0,402€
Eslovenia;07/09/2009;1,142€;0,462€;1,061€;0,452€;0,611€;0,415€
Eslovenia;31/08/2009;1,142€;0,462€;1,061€;0,452€;0,611€;0,415€
Eslovenia;24/08/2009;1,146€;0,465€;1,050€;0,443€;0,605€;0,410€
Eslovenia;17/08/2009;1,146€;0,465€;1,050€;0,443€;0,605€;0,410€
Eslovenia;10/08/2009;1,099€;0,426€;1,012€;0,411€;0,570€;0,381€
Eslovenia;03/08/2009;1,099€;0,426€;1,012€;0,411€;0,570€;0,381€
Eslovenia;27/07/2009;1,100€;0,427€;1,050€;0,412€;0,569€;0,380€
Eslovenia;20/07/2009;1,100€;0,427€;1,050€;0,412€;0,569€;0,380€
Eslovenia;13/07/2009;1,107€;0,460€;1,050€;0,442€;0,603€;0,408€
Eslovenia;06/07/2009;1,107€;0,460€;1,050€;0,442€;0,603€;0,408€
Eslovenia;29/06/2009;1,106€;0,460€;1,059€;0,434€;0,590€;0,397€
Eslovenia;22/06/2009;1,106€;0,460€;1,059€;0,434€;0,590€;0,397€
Eslovenia;15/06/2009;1,081€;0,439€;1,014€;0,396€;0,545€;0,360€
Eslovenia;08/06/2009;1,081€;0,439€;1,014€;0,396€;0,545€;0,360€
Eslovenia;01/06/2009;1,047€;0,410€;1,012€;0,395€;0,544€;0,359€
Eslovenia;25/05/2009;1,047€;0,410€;1,012€;0,395€;0,544€;0,359€
Eslovenia;18/05/2009;1,010€;0,380€;0,990€;0,376€;0,522€;0,341€
Eslovenia;11/05/2009;1,010€;0,380€;0,990€;0,376€;0,522€;0,341€
Eslovenia;04/05/2009;1,008€;0,378€;0,989€;0,388€;0,536€;0,352€
Eslovenia;27/04/2009;1,008€;0,378€;0,989€;0,388€;0,536€;0,352€
Eslovenia;20/04/2009;0,996€;0,368€;0,987€;0,386€;0,532€;0,349€
Eslovenia;06/04/2009;0,970€;0,346€;0,956€;0,360€;0,495€;0,318€
Eslovenia;30/03/2009;0,970€;0,346€;0,956€;0,360€;0,495€;0,318€
Eslovenia;23/03/2009;0,960€;0,338€;0,947€;0,353€;0,488€;0,312€
Eslovenia;16/03/2009;0,960€;0,338€;0,947€;0,353€;0,488€;0,312€
Eslovenia;09/03/2009;0,960€;0,341€;0,947€;0,366€;0,508€;0,329€
Eslovenia;02/03/2009;0,960€;0,341€;0,947€;0,366€;0,508€;0,329€
Eslovenia;23/02/2009;0,965€;0,345€;0,947€;0,387€;0,534€;0,351€
Eslovenia;16/02/2009;0,965€;0,345€;0,947€;0,387€;0,534€;0,351€
Eslovenia;09/02/2009;0,941€;0,325€;0,948€;0,388€;0,538€;0,354€
Eslovenia;02/02/2009;0,941€;0,325€;0,948€;0,388€;0,538€;0,354€
Eslovenia;26/01/2009;0,906€;0,296€;0,943€;0,384€;0,530€;0,347€
Eslovenia;19/01/2009;0,906€;0,296€;0,943€;0,384€;0,530€;0,347€
Eslovenia;12/01/2009;0,827€;0,287€;0,914€;0,379€;0,520€;0,339€
Eslovenia;05/01/2009;0,827€;0,287€;0,914€;0,379€;0,520€;0,339€
Eslovenia;20/12/2010;1,262€;0,570€;1,216€;0,591€;0,795€;0,549€
Eslovenia;13/12/2010;1,238€;0,530€;1,193€;0,552€;0,762€;0,512€
Eslovenia;06/12/2010;1,238€;0,530€;1,193€;0,552€;0,762€;0,512€
Eslovenia;29/11/2010;1,229€;0,522€;1,192€;0,551€;0,760€;0,510€
Eslovenia;22/11/2010;1,229€;0,522€;1,192€;0,551€;0,760€;0,510€
Eslovenia;15/11/2010;1,214€;0,510€;1,172€;0,535€;0,742€;0,495€
Eslovenia;08/11/2010;1,214€;0,510€;1,172€;0,535€;0,742€;0,495€
Eslovenia;25/10/2010;1,228€;0,521€;1,180€;0,541€;0,753€;0,504€
Eslovenia;18/10/2010;1,211€;0,493€;1,175€;0,533€;0,749€;0,497€
Eslovenia;11/10/2010;1,211€;0,493€;1,175€;0,533€;0,749€;0,497€
Eslovenia;04/10/2010;1,211€;0,513€;1,175€;0,540€;0,749€;0,504€
Eslovenia;27/09/2010;1,211€;0,513€;1,175€;0,540€;0,749€;0,504€
Eslovenia;20/09/2010;1,202€;0,498€;1,166€;0,525€;0,740€;0,489€
Eslovenia;13/09/2010;1,202€;0,498€;1,166€;0,525€;0,740€;0,489€
Eslovenia;06/09/2010;1,196€;0,493€;1,169€;0,528€;0,741€;0,490€
Eslovenia;30/08/2010;1,196€;0,493€;1,169€;0,528€;0,741€;0,490€
Eslovenia;23/08/2010;1,216€;0,510€;1,176€;0,534€;0,752€;0,499€
Eslovenia;16/08/2010;1,216€;0,510€;1,176€;0,534€;0,752€;0,499€
Eslovenia;09/08/2010;1,216€;0,510€;1,164€;0,524€;0,744€;0,492€
Eslovenia;02/08/2010;1,216€;0,510€;1,164€;0,524€;0,744€;0,492€
Eslovenia;26/07/2010;1,217€;0,516€;1,162€;0,529€;0,752€;0,499€
Eslovenia;19/07/2010;1,217€;0,516€;1,162€;0,529€;0,752€;0,499€
Eslovenia;12/07/2010;1,223€;0,531€;1,187€;0,560€;0,789€;0,530€
Eslovenia;05/07/2010;1,223€;0,531€;1,187€;0,560€;0,789€;0,530€
Eslovenia;28/06/2010;1,213€;0,522€;1,170€;0,546€;0,769€;0,513€
Eslovenia;21/06/2010;1,213€;0,522€;1,170€;0,546€;0,769€;0,513€
Eslovenia;14/06/2010;1,192€;0,510€;1,143€;0,529€;0,743€;0,491€
Eslovenia;07/06/2010;1,192€;0,510€;1,143€;0,529€;0,743€;0,491€
Eslovenia;31/05/2010;1,215€;0,534€;1,166€;0,553€;0,743€;0,515€
Eslovenia;24/05/2010;1,215€;0,534€;1,166€;0,553€;0,743€;0,515€
Eslovenia;17/05/2010;1,215€;0,539€;1,161€;0,554€;0,746€;0,517€
Eslovenia;10/05/2010;1,215€;0,539€;1,161€;0,554€;0,746€;0,517€
Eslovenia;03/05/2010;1,211€;0,536€;1,151€;0,545€;0,739€;0,511€
Eslovenia;26/04/2010;1,211€;0,536€;1,151€;0,545€;0,739€;0,511€
Eslovenia;19/04/2010;1,204€;0,530€;1,125€;0,524€;0,711€;0,488€
Eslovenia;12/04/2010;1,204€;0,530€;1,125€;0,524€;0,711€;0,488€
Eslovenia;29/03/2010;1,194€;0,521€;1,111€;0,512€;0,699€;0,478€
Eslovenia;22/03/2010;1,173€;0,504€;1,091€;0,495€;0,684€;0,466€
Eslovenia;15/03/2010;1,173€;0,504€;1,091€;0,495€;0,684€;0,466€
Eslovenia;08/03/2010;1,154€;0,468€;1,085€;0,470€;0,650€;0,437€
Eslovenia;01/03/2010;1,154€;0,468€;1,085€;0,470€;0,650€;0,437€
Eslovenia;22/02/2010;1,157€;0,471€;1,073€;0,460€;0,637€;0,426€
Eslovenia;15/02/2010;1,157€;0,471€;1,073€;0,460€;0,637€;0,426€
Eslovenia;08/02/2010;1,152€;0,470€;1,082€;0,470€;0,639€;0,438€
Eslovenia;01/02/2010;1,152€;0,470€;1,082€;0,470€;0,639€;0,438€
Eslovenia;25/01/2010;1,158€;0,475€;1,096€;0,481€;0,655€;0,451€
Eslovenia;18/01/2010;1,158€;0,475€;1,096€;0,481€;0,655€;0,451€
Eslovenia;11/01/2010;1,116€;0,440€;1,054€;0,446€;0,612€;0,416€
Eslovenia;04/01/2010;1,116€;0,440€;1,054€;0,446€;0,612€;0,416€
Eslovenia;19/12/2011;1,328€;0,612€;1,277€;0,710€;0,945€;0,668€
Eslovenia;12/12/2011;1,320€;0,605€;1,269€;0,716€;0,945€;0,679€
Eslovenia;05/12/2011;1,320€;0,605€;1,269€;0,716€;0,945€;0,679€
Eslovenia;28/11/2011;1,320€;0,620€;1,269€;0,710€;0,945€;0,664€
Eslovenia;21/11/2011;1,320€;0,620€;1,269€;0,710€;0,945€;0,664€
Eslovenia;14/11/2011;1,320€;0,634€;1,269€;0,702€;0,937€;0,653€
Eslovenia;07/11/2011;1,320€;0,634€;1,269€;0,702€;0,937€;0,653€
Eslovenia;31/10/2011;1,320€;0,636€;1,269€;0,686€;0,937€;0,635€
Eslovenia;24/10/2011;1,320€;0,636€;1,269€;0,686€;0,937€;0,635€
Eslovenia;17/10/2011;1,313€;0,631€;1,263€;0,681€;0,937€;0,635€
Eslovenia;10/10/2011;1,313€;0,631€;1,263€;0,681€;0,937€;0,635€
Eslovenia;03/10/2011;1,287€;0,654€;1,238€;0,685€;0,919€;0,641€
Eslovenia;26/09/2011;1,287€;0,654€;1,238€;0,685€;0,919€;0,641€
Eslovenia;19/09/2011;1,287€;0,648€;1,238€;0,665€;0,919€;0,626€
Eslovenia;12/09/2011;1,287€;0,648€;1,238€;0,665€;0,919€;0,626€
Eslovenia;05/09/2011;1,287€;0,626€;1,238€;0,650€;0,919€;0,609€
Eslovenia;29/08/2011;1,287€;0,626€;1,238€;0,650€;0,919€;0,609€
Eslovenia;22/08/2011;1,287€;0,658€;1,238€;0,683€;0,932€;0,638€
Eslovenia;08/08/2011;1,287€;0,671€;1,238€;0,699€;0,932€;0,654€
Eslovenia;01/08/2011;1,287€;0,671€;1,238€;0,699€;0,932€;0,654€
Eslovenia;25/07/2011;1,264€;0,632€;1,213€;0,658€;0,904€;0,613€
Eslovenia;18/07/2011;1,264€;0,632€;1,213€;0,658€;0,904€;0,613€
Eslovenia;11/07/2011;1,255€;0,625€;1,225€;0,668€;0,914€;0,622€
Eslovenia;04/07/2011;1,255€;0,625€;1,225€;0,668€;0,914€;0,622€
Eslovenia;27/06/2011;1,264€;0,632€;1,233€;0,674€;0,919€;0,626€
Eslovenia;20/06/2011;1,264€;0,632€;1,233€;0,674€;0,919€;0,626€
Eslovenia;13/06/2011;1,278€;0,644€;1,221€;0,664€;0,901€;0,611€
Eslovenia;06/06/2011;1,278€;0,644€;1,221€;0,664€;0,901€;0,611€
Eslovenia;30/05/2011;1,295€;0,658€;1,217€;0,661€;0,902€;0,612€
Eslovenia;23/05/2011;1,295€;0,658€;1,217€;0,661€;0,902€;0,612€
Eslovenia;16/05/2011;1,307€;0,679€;1,241€;0,702€;0,937€;0,658€
Eslovenia;09/05/2011;1,307€;0,679€;1,241€;0,702€;0,937€;0,658€
Eslovenia;02/05/2011;1,292€;0,666€;1,254€;0,713€;0,949€;0,668€
Eslovenia;18/04/2011;1,292€;0,643€;1,237€;0,698€;0,932€;0,654€
Eslovenia;11/04/2011;1,292€;0,643€;1,237€;0,698€;0,932€;0,654€
Eslovenia;04/04/2011;1,278€;0,631€;1,238€;0,699€;0,929€;0,651€
Eslovenia;28/03/2011;1,278€;0,631€;1,238€;0,699€;0,929€;0,651€
Eslovenia;21/03/2011;1,279€;0,632€;1,237€;0,684€;0,914€;0,639€
Eslovenia;14/03/2011;1,279€;0,632€;1,237€;0,684€;0,914€;0,639€
Eslovenia;07/03/2011;1,279€;0,597€;1,237€;0,650€;0,875€;0,606€
Eslovenia;28/02/2011;1,279€;0,597€;1,237€;0,650€;0,875€;0,606€
Eslovenia;21/02/2011;1,279€;0,579€;1,237€;0,629€;0,850€;0,583€
Eslovenia;14/02/2011;1,279€;0,579€;1,237€;0,629€;0,850€;0,583€
Eslovenia;07/02/2011;1,279€;0,605€;1,237€;0,634€;0,850€;0,585€
Eslovenia;31/01/2011;1,279€;0,605€;1,237€;0,634€;0,850€;0,585€
Eslovenia;24/01/2011;1,279€;0,584€;1,237€;0,609€;0,821€;0,561€
Eslovenia;17/01/2011;1,279€;0,584€;1,237€;0,609€;0,821€;0,561€
Eslovenia;10/01/2011;1,263€;0,570€;1,233€;0,605€;0,820€;0,560€
Eslovenia;03/01/2011;1,263€;0,570€;1,233€;0,605€;0,820€;0,560€
Eslovenia;17/12/2012;1,478€;0,652€;1,394€;0,718€;1,019€;0,677€
Eslovenia;10/12/2012;1,484€;0,661€;1,402€;0,732€;1,033€;0,688€
Eslovenia;03/12/2012;1,484€;0,661€;1,402€;0,732€;1,033€;0,688€
Eslovenia;26/11/2012;1,465€;0,645€;1,393€;0,724€;1,029€;0,685€
Eslovenia;19/11/2012;1,465€;0,645€;1,393€;0,724€;1,029€;0,685€
Eslovenia;12/11/2012;1,499€;0,674€;1,419€;0,746€;1,052€;0,704€
Eslovenia;05/11/2012;1,499€;0,674€;1,419€;0,746€;1,052€;0,704€
Eslovenia;29/10/2012;1,570€;0,733€;1,440€;0,763€;1,064€;0,714€
Eslovenia;22/10/2012;1,570€;0,733€;1,440€;0,763€;1,064€;0,714€
Eslovenia;15/10/2012;1,544€;0,711€;1,424€;0,750€;1,050€;0,703€
Eslovenia;08/10/2012;1,544€;0,711€;1,424€;0,750€;1,050€;0,703€
Eslovenia;01/10/2012;1,576€;0,764€;1,444€;0,783€;1,076€;0,732€
Eslovenia;24/09/2012;1,576€;0,764€;1,444€;0,783€;1,076€;0,732€
Eslovenia;17/09/2012;1,576€;0,777€;1,444€;0,787€;1,076€;0,739€
Eslovenia;10/09/2012;1,576€;0,777€;1,444€;0,787€;1,076€;0,739€
Eslovenia;03/09/2012;1,562€;0,765€;1,429€;0,775€;1,059€;0,725€
Eslovenia;27/08/2012;1,562€;0,765€;1,429€;0,775€;1,059€;0,725€
Eslovenia;20/08/2012;1,507€;0,719€;1,387€;0,740€;1,021€;0,693€
Eslovenia;13/08/2012;1,507€;0,719€;1,387€;0,740€;1,021€;0,693€
Eslovenia;06/08/2012;1,482€;0,699€;1,382€;0,735€;1,008€;0,682€
Eslovenia;30/07/2012;1,482€;0,699€;1,382€;0,735€;1,008€;0,682€
Eslovenia;23/07/2012;1,433€;0,658€;1,320€;0,684€;0,957€;0,640€
Eslovenia;16/07/2012;1,433€;0,658€;1,320€;0,684€;0,957€;0,640€
Eslovenia;09/07/2012;1,374€;0,639€;1,267€;0,672€;0,947€;0,632€
Eslovenia;02/07/2012;1,374€;0,639€;1,267€;0,672€;0,947€;0,632€
Eslovenia;25/06/2012;1,414€;0,672€;1,296€;0,696€;0,979€;0,658€
Eslovenia;18/06/2012;1,414€;0,672€;1,296€;0,696€;0,979€;0,658€
Eslovenia;11/06/2012;1,427€;0,688€;1,309€;0,718€;0,991€;0,677€
