# Países;Fecha;Super 95;Super 95 (Sin imp.);Diesel;Diesel (Sin imp.);Diesel Cal.;Diesel Cal. (Sin imp.)
Alemania;18/01/2021;1,406€;0,527€;1,236€;0,568€;0,634€;0,471€
Alemania;11/01/2021;1,392€;0,515€;1,226€;0,560€;0,620€;0,460€
Reino Unido;21/12/2020;1,249€;0,408€;1,301€;0,451€;0,533€;0,386€
Reino Unido;14/12/2020;1,255€;0,407€;1,307€;0,451€;0,535€;0,386€
Reino Unido;07/12/2020;1,241€;0,399€;1,293€;0,443€;0,507€;0,361€
Reino Unido;30/11/2020;1,253€;0,399€;1,307€;0,444€;0,515€;0,366€
Reino Unido;23/11/2020;1,265€;0,402€;1,318€;0,446€;0,503€;0,354€
Reino Unido;16/11/2020;1,251€;0,397€;1,303€;0,441€;0,476€;0,329€
Reino Unido;09/11/2020;1,247€;0,397€;1,300€;0,441€;0,462€;0,316€
Reino Unido;02/11/2020;1,256€;0,403€;1,311€;0,449€;0,458€;0,312€
Reino Unido;26/10/2020;1,247€;0,400€;1,301€;0,446€;0,475€;0,329€
Reino Unido;19/10/2020;1,249€;0,401€;1,303€;0,446€;0,483€;0,337€
Reino Unido;12/10/2020;1,249€;0,401€;1,303€;0,446€;0,481€;0,335€
Reino Unido;05/10/2020;1,247€;0,401€;1,301€;0,446€;0,467€;0,322€
Reino Unido;28/09/2020;1,252€;0,403€;1,306€;0,448€;0,476€;0,330€
Reino Unido;21/09/2020;1,237€;0,398€;1,290€;0,442€;0,470€;0,326€
Reino Unido;14/09/2020;1,229€;0,396€;1,282€;0,440€;0,461€;0,318€
Reino Unido;17/08/2020;1,247€;0,400€;1,302€;0,446€;0,519€;0,371€
Reino Unido;10/08/2020;1,254€;0,402€;1,309€;0,448€;0,523€;0,374€
Reino Unido;08/06/2020;1,186€;0,338€;1,256€;0,397€;0,474€;0,326€
Reino Unido;01/06/2020;1,173€;0,331€;1,246€;0,392€;0,464€;0,317€
Reino Unido;25/05/2020;1,172€;0,329€;1,248€;0,393€;0,455€;0,309€
Reino Unido;18/05/2020;1,179€;0,332€;1,259€;0,399€;0,440€;0,294€
Reino Unido;11/05/2020;1,223€;0,360€;1,307€;0,429€;0,440€;0,292€
Reino Unido;04/05/2020;1,224€;0,360€;1,308€;0,430€;0,422€;0,275€
Reino Unido;27/04/2020;1,236€;0,366€;1,320€;0,436€;0,436€;0,288€
Reino Unido;20/04/2020;1,244€;0,373€;1,325€;0,441€;0,451€;0,302€
Reino Unido;06/04/2020;1,256€;0,386€;1,331€;0,449€;0,488€;0,338€
Reino Unido;30/03/2020;1,265€;0,402€;1,334€;0,460€;0,502€;0,353€
Reino Unido;23/03/2020;1,287€;0,449€;1,327€;0,483€;0,488€;0,345€
Reino Unido;16/03/2020;1,323€;0,466€;1,368€;0,502€;0,519€;0,371€
Reino Unido;09/03/2020;1,399€;0,503€;1,445€;0,541€;0,579€;0,424€
Reino Unido;02/03/2020;1,405€;0,506€;1,454€;0,546€;0,587€;0,431€
Reino Unido;27/01/2020;1,509€;0,571€;1,575€;0,626€;0,686€;0,522€
Reino Unido;20/01/2020;1,491€;0,563€;1,557€;0,618€;0,685€;0,522€
Reino Unido;13/01/2020;1,483€;0,560€;1,547€;0,614€;0,698€;0,535€
Reino Unido;06/01/2020;1,480€;0,553€;1,544€;0,606€;0,722€;0,556€
Reino Unido;19/12/2005;1,288€;0,403€;1,351€;0,457€;0,549€;0,446€
Reino Unido;12/12/2005;1,293€;0,402€;1,357€;0,456€;0,543€;0,440€
Reino Unido;05/12/2005;1,290€;0,402€;1,355€;0,458€;0,534€;0,432€
Reino Unido;28/11/2005;1,283€;0,405€;1,351€;0,462€;0,522€;0,421€
Reino Unido;21/11/2005;1,290€;0,412€;1,357€;0,469€;0,517€;0,416€
Reino Unido;14/11/2005;1,346€;0,445€;1,411€;0,501€;0,535€;0,432€
Reino Unido;07/11/2005;1,367€;0,467€;1,428€;0,519€;0,549€;0,445€
Reino Unido;24/10/2005;1,383€;0,480€;1,432€;0,522€;0,585€;0,480€
Reino Unido;17/10/2005;1,375€;0,482€;1,417€;0,518€;0,573€;0,470€
Reino Unido;10/10/2005;1,369€;0,481€;1,410€;0,516€;0,581€;0,477€
Reino Unido;03/10/2005;1,375€;0,478€;1,421€;0,517€;0,579€;0,475€
Reino Unido;26/09/2005;1,375€;0,476€;1,418€;0,513€;0,575€;0,470€
Reino Unido;19/09/2005;1,403€;0,494€;1,446€;0,531€;0,563€;0,459€
Reino Unido;12/09/2005;1,410€;0,501€;1,452€;0,537€;0,570€;0,466€
Reino Unido;05/09/2005;1,391€;0,490€;1,432€;0,525€;0,573€;0,469€
Reino Unido;29/08/2005;1,341€;0,450€;1,399€;0,499€;0,552€;0,449€
Reino Unido;22/08/2005;1,339€;0,445€;1,396€;0,494€;0,546€;0,443€
Reino Unido;15/08/2005;1,322€;0,437€;1,380€;0,485€;0,490€;0,390€
Reino Unido;08/08/2005;1,297€;0,422€;1,354€;0,471€;0,506€;0,406€
Reino Unido;01/08/2005;1,291€;0,417€;1,349€;0,467€;0,509€;0,409€
Reino Unido;25/07/2005;1,282€;0,413€;1,340€;0,462€;0,500€;0,401€
Reino Unido;18/07/2005;1,283€;0,410€;1,343€;0,460€;0,525€;0,424€
Reino Unido;11/07/2005;1,275€;0,401€;1,336€;0,452€;0,507€;0,407€
Reino Unido;04/07/2005;1,293€;0,404€;1,345€;0,449€;0,506€;0,405€
Reino Unido;27/06/2005;1,304€;0,402€;1,357€;0,447€;0,506€;0,404€
Reino Unido;20/06/2005;1,279€;0,384€;1,339€;0,435€;0,501€;0,399€
Reino Unido;13/06/2005;1,272€;0,378€;1,331€;0,428€;0,494€;0,392€
Reino Unido;06/06/2005;1,245€;0,362€;1,308€;0,415€;0,462€;0,363€
Reino Unido;30/05/2005;1,229€;0,358€;1,290€;0,411€;0,437€;0,340€
Reino Unido;23/05/2005;1,235€;0,365€;1,297€;0,417€;0,416€;0,321€
Reino Unido;16/05/2005;1,241€;0,371€;1,302€;0,422€;0,436€;0,340€
Reino Unido;09/05/2005;1,253€;0,375€;1,313€;0,426€;0,441€;0,343€
Reino Unido;02/05/2005;1,263€;0,379€;1,325€;0,432€;0,454€;0,355€
Reino Unido;25/04/2005;1,260€;0,378€;1,321€;0,430€;0,460€;0,361€
Reino Unido;18/04/2005;1,253€;0,377€;1,314€;0,429€;0,456€;0,358€
Reino Unido;11/04/2005;1,247€;0,375€;1,309€;0,427€;0,469€;0,371€
Reino Unido;04/04/2005;1,221€;0,354€;1,285€;0,408€;0,465€;0,366€
Reino Unido;21/03/2005;1,191€;0,335€;1,254€;0,389€;0,436€;0,340€
Reino Unido;14/03/2005;1,171€;0,321€;1,235€;0,375€;0,428€;0,333€
Reino Unido;07/03/2005;1,177€;0,319€;1,242€;0,374€;0,418€;0,322€
Reino Unido;28/02/2005;1,166€;0,310€;1,227€;0,362€;0,409€;0,313€
Reino Unido;21/02/2005;1,163€;0,306€;1,224€;0,358€;0,397€;0,302€
Reino Unido;14/02/2005;1,164€;0,306€;1,227€;0,359€;0,398€;0,303€
Reino Unido;07/02/2005;1,163€;0,304€;1,227€;0,359€;0,394€;0,300€
Reino Unido;31/01/2005;1,151€;0,298€;1,219€;0,356€;0,388€;0,294€
Reino Unido;24/01/2005;1,135€;0,289€;1,206€;0,349€;0,383€;0,289€
Reino Unido;17/01/2005;1,123€;0,286€;1,194€;0,346€;0,370€;0,279€
Reino Unido;10/01/2005;1,144€;0,299€;1,216€;0,360€;0,367€;0,275€
Reino Unido;03/01/2005;1,148€;0,311€;1,204€;0,358€;0,371€;0,279€
Reino Unido;18/12/2006;1,306€;0,392€;1,389€;0,462€;0,551€;0,410€
Reino Unido;11/12/2006;1,293€;0,386€;1,375€;0,455€;0,562€;0,422€
Reino Unido;04/12/2006;1,274€;0,385€;1,359€;0,457€;0,540€;0,419€
Reino Unido;27/11/2006;1,261€;0,378€;1,345€;0,450€;0,534€;0,413€
Reino Unido;20/11/2006;1,263€;0,379€;1,347€;0,451€;0,528€;0,407€
Reino Unido;13/11/2006;1,269€;0,381€;1,353€;0,452€;0,530€;0,409€
Reino Unido;06/11/2006;1,277€;0,384€;1,360€;0,455€;0,541€;0,419€
Reino Unido;30/10/2006;1,281€;0,386€;1,365€;0,456€;0,544€;0,422€
Reino Unido;23/10/2006;1,279€;0,386€;1,360€;0,455€;0,544€;0,422€
Reino Unido;16/10/2006;1,277€;0,387€;1,362€;0,459€;0,544€;0,422€
Reino Unido;09/10/2006;1,282€;0,394€;1,358€;0,459€;0,541€;0,420€
Reino Unido;02/10/2006;1,283€;0,397€;1,359€;0,462€;0,562€;0,440€
Reino Unido;25/09/2006;1,314€;0,417€;1,393€;0,484€;0,543€;0,421€
Reino Unido;18/09/2006;1,330€;0,434€;1,407€;0,500€;0,571€;0,448€
Reino Unido;11/09/2006;1,342€;0,451€;1,399€;0,499€;0,582€;0,460€
Reino Unido;04/09/2006;1,377€;0,473€;1,422€;0,512€;0,604€;0,480€
Reino Unido;28/08/2006;1,398€;0,492€;1,431€;0,521€;0,609€;0,485€
Reino Unido;21/08/2006;1,406€;0,505€;1,438€;0,532€;0,605€;0,482€
Reino Unido;14/08/2006;1,451€;0,536€;1,475€;0,557€;0,613€;0,488€
Reino Unido;07/08/2006;1,455€;0,539€;1,477€;0,559€;0,599€;0,475€
Reino Unido;31/07/2006;1,430€;0,528€;1,453€;0,548€;0,594€;0,472€
Reino Unido;24/07/2006;1,435€;0,530€;1,458€;0,550€;0,609€;0,486€
Reino Unido;17/07/2006;1,407€;0,514€;1,434€;0,537€;0,599€;0,477€
Reino Unido;10/07/2006;1,383€;0,496€;1,416€;0,525€;0,586€;0,465€
Reino Unido;03/07/2006;1,374€;0,490€;1,408€;0,519€;0,588€;0,467€
Reino Unido;26/06/2006;1,376€;0,489€;1,411€;0,518€;0,585€;0,464€
Reino Unido;19/06/2006;1,400€;0,501€;1,434€;0,530€;0,594€;0,471€
Reino Unido;12/06/2006;1,399€;0,501€;1,432€;0,529€;0,596€;0,473€
Reino Unido;05/06/2006;1,383€;0,493€;1,417€;0,522€;0,576€;0,455€
Reino Unido;29/05/2006;1,391€;0,497€;1,425€;0,526€;0,591€;0,469€
Reino Unido;22/05/2006;1,413€;0,510€;1,448€;0,540€;0,590€;0,467€
Reino Unido;15/05/2006;1,415€;0,513€;1,450€;0,542€;0,598€;0,475€
Reino Unido;08/05/2006;1,409€;0,511€;1,445€;0,542€;0,608€;0,485€
Reino Unido;01/05/2006;1,385€;0,500€;1,425€;0,534€;0,604€;0,483€
Reino Unido;24/04/2006;1,378€;0,492€;1,424€;0,531€;0,604€;0,482€
Reino Unido;10/04/2006;1,337€;0,459€;1,389€;0,504€;0,566€;0,446€
Reino Unido;03/04/2006;1,316€;0,445€;1,371€;0,492€;0,549€;0,430€
Reino Unido;27/03/2006;1,320€;0,439€;1,379€;0,490€;0,543€;0,424€
Reino Unido;20/03/2006;1,300€;0,428€;1,361€;0,479€;0,554€;0,435€
Reino Unido;13/03/2006;1,298€;0,422€;1,360€;0,475€;0,542€;0,423€
Reino Unido;06/03/2006;1,304€;0,422€;1,366€;0,475€;0,548€;0,428€
Reino Unido;27/02/2006;1,314€;0,427€;1,376€;0,479€;0,552€;0,432€
Reino Unido;20/02/2006;1,308€;0,426€;1,369€;0,477€;0,540€;0,421€
Reino Unido;13/02/2006;1,311€;0,427€;1,372€;0,478€;0,544€;0,424€
Reino Unido;06/02/2006;1,313€;0,428€;1,374€;0,480€;0,551€;0,431€
Reino Unido;30/01/2006;1,315€;0,430€;1,374€;0,480€;0,553€;0,433€
Reino Unido;23/01/2006;1,302€;0,423€;1,361€;0,474€;0,552€;0,432€
Reino Unido;16/01/2006;1,299€;0,418€;1,359€;0,470€;0,539€;0,419€
Reino Unido;09/01/2006;1,296€;0,414€;1,360€;0,468€;0,536€;0,416€
Reino Unido;17/12/2007;1,438€;0,518€;1,507€;0,577€;0,687€;0,519€
Reino Unido;10/12/2007;1,427€;0,515€;1,494€;0,571€;0,666€;0,499€
Reino Unido;03/12/2007;1,443€;0,520€;1,508€;0,575€;0,696€;0,526€
Reino Unido;26/11/2007;1,423€;0,509€;1,480€;0,558€;0,692€;0,524€
Reino Unido;19/11/2007;1,420€;0,504€;1,474€;0,549€;0,679€;0,511€
Reino Unido;12/11/2007;1,430€;0,502€;1,479€;0,544€;0,691€;0,521€
Reino Unido;05/11/2007;1,427€;0,491€;1,467€;0,526€;0,668€;0,497€
Reino Unido;29/10/2007;1,406€;0,476€;1,441€;0,506€;0,665€;0,495€
Reino Unido;22/10/2007;1,402€;0,472€;1,432€;0,497€;0,646€;0,477€
Reino Unido;15/10/2007;1,395€;0,464€;1,423€;0,489€;0,622€;0,454€
Reino Unido;08/10/2007;1,405€;0,468€;1,434€;0,492€;0,629€;0,459€
Reino Unido;01/10/2007;1,382€;0,454€;1,413€;0,480€;0,638€;0,468€
Reino Unido;24/09/2007;1,362€;0,465€;1,390€;0,490€;0,604€;0,465€
Reino Unido;17/09/2007;1,363€;0,464€;1,389€;0,486€;0,603€;0,464€
Reino Unido;10/09/2007;1,393€;0,474€;1,418€;0,495€;0,589€;0,448€
Reino Unido;03/09/2007;1,403€;0,478€;1,426€;0,498€;0,575€;0,434€
Reino Unido;27/08/2007;1,402€;0,480€;1,422€;0,497€;0,572€;0,432€
Reino Unido;20/08/2007;1,404€;0,483€;1,423€;0,499€;0,577€;0,436€
Reino Unido;13/08/2007;1,416€;0,492€;1,427€;0,501€;0,584€;0,442€
Reino Unido;06/08/2007;1,414€;0,492€;1,422€;0,499€;0,575€;0,435€
Reino Unido;30/07/2007;1,425€;0,496€;1,433€;0,504€;0,580€;0,438€
Reino Unido;23/07/2007;1,433€;0,500€;1,442€;0,507€;0,586€;0,443€
Reino Unido;16/07/2007;1,422€;0,496€;1,431€;0,503€;0,580€;0,438€
Reino Unido;09/07/2007;1,422€;0,496€;1,431€;0,503€;0,580€;0,439€
Reino Unido;02/07/2007;1,426€;0,498€;1,434€;0,505€;0,572€;0,431€
Reino Unido;25/06/2007;1,433€;0,502€;1,442€;0,509€;0,574€;0,432€
Reino Unido;18/06/2007;1,428€;0,500€;1,436€;0,507€;0,577€;0,436€
Reino Unido;11/06/2007;1,424€;0,499€;1,433€;0,507€;0,564€;0,424€
Reino Unido;04/06/2007;1,424€;0,498€;1,434€;0,507€;0,561€;0,421€
Reino Unido;28/05/2007;1,417€;0,494€;1,429€;0,504€;0,576€;0,435€
Reino Unido;21/05/2007;1,402€;0,485€;1,416€;0,497€;0,562€;0,423€
Reino Unido;14/05/2007;1,389€;0,476€;1,410€;0,493€;0,567€;0,427€
Reino Unido;07/05/2007;1,384€;0,469€;1,409€;0,490€;0,544€;0,405€
Reino Unido;30/04/2007;1,369€;0,457€;1,402€;0,485€;0,550€;0,411€
Reino Unido;23/04/2007;1,371€;0,453€;1,407€;0,484€;0,559€;0,419€
Reino Unido;16/04/2007;1,352€;0,440€;1,394€;0,476€;0,570€;0,429€
Reino Unido;02/04/2007;1,338€;0,424€;1,389€;0,467€;0,535€;0,396€
Reino Unido;26/03/2007;1,321€;0,409€;1,374€;0,454€;0,531€;0,392€
Reino Unido;19/03/2007;1,302€;0,400€;1,355€;0,446€;0,526€;0,389€
Reino Unido;12/03/2007;1,297€;0,395€;1,351€;0,441€;0,532€;0,394€
Reino Unido;05/03/2007;1,286€;0,386€;1,343€;0,434€;0,526€;0,388€
Reino Unido;26/02/2007;1,298€;0,384€;1,357€;0,434€;0,514€;0,375€
Reino Unido;19/02/2007;1,283€;0,376€;1,341€;0,425€;0,490€;0,353€
Reino Unido;12/02/2007;1,294€;0,375€;1,354€;0,426€;0,509€;0,369€
Reino Unido;05/02/2007;1,295€;0,371€;1,356€;0,422€;0,503€;0,362€
Reino Unido;29/01/2007;1,297€;0,372€;1,359€;0,424€;0,485€;0,345€
Reino Unido;22/01/2007;1,318€;0,383€;1,381€;0,437€;0,489€;0,348€
Reino Unido;15/01/2007;1,323€;0,391€;1,390€;0,449€;0,503€;0,362€
Reino Unido;08/01/2007;1,302€;0,390€;1,383€;0,459€;0,532€;0,392€
Reino Unido;15/12/2008;0,990€;0,279€;1,126€;0,397€;0,470€;0,336€
Reino Unido;08/12/2008;1,042€;0,301€;1,212€;0,449€;0,528€;0,387€
Reino Unido;01/12/2008;1,087€;0,323€;1,266€;0,479€;0,549€;0,403€
Reino Unido;24/11/2008;1,089€;0,336€;1,265€;0,486€;0,552€;0,412€
Reino Unido;17/11/2008;1,118€;0,358€;1,282€;0,497€;0,581€;0,439€
Reino Unido;10/11/2008;1,174€;0,383€;1,333€;0,518€;0,617€;0,469€
Reino Unido;03/11/2008;1,222€;0,408€;1,379€;0,542€;0,626€;0,474€
Reino Unido;27/10/2008;1,223€;0,417€;1,377€;0,547€;0,622€;0,472€
Reino Unido;20/10/2008;1,330€;0,480€;1,481€;0,608€;0,666€;0,509€
Reino Unido;13/10/2008;1,363€;0,519€;1,508€;0,642€;0,715€;0,558€
Reino Unido;06/10/2008;1,416€;0,554€;1,567€;0,683€;0,724€;0,564€
Reino Unido;29/09/2008;1,380€;0,542€;1,528€;0,668€;0,753€;0,596€
Reino Unido;22/09/2008;1,399€;0,555€;1,548€;0,682€;0,756€;0,597€
Reino Unido;15/09/2008;1,417€;0,572€;1,564€;0,697€;0,780€;0,621€
Reino Unido;08/09/2008;1,390€;0,559€;1,535€;0,682€;0,790€;0,632€
Reino Unido;01/09/2008;1,382€;0,556€;1,526€;0,679€;0,785€;0,629€
Reino Unido;25/08/2008;1,406€;0,565€;1,553€;0,690€;0,785€;0,626€
Reino Unido;18/08/2008;1,424€;0,573€;1,575€;0,701€;0,785€;0,625€
Reino Unido;11/08/2008;1,457€;0,596€;1,614€;0,730€;0,806€;0,643€
Reino Unido;04/08/2008;1,453€;0,601€;1,619€;0,742€;0,840€;0,678€
Reino Unido;28/07/2008;1,475€;0,620€;1,649€;0,768€;0,863€;0,700€
Reino Unido;21/07/2008;1,503€;0,645€;1,672€;0,790€;0,877€;0,714€
Reino Unido;14/07/2008;1,498€;0,643€;1,666€;0,787€;0,897€;0,732€
Reino Unido;07/07/2008;1,498€;0,642€;1,665€;0,784€;0,887€;0,723€
Reino Unido;30/06/2008;1,500€;0,641€;1,667€;0,783€;0,890€;0,725€
Reino Unido;23/06/2008;1,496€;0,637€;1,661€;0,777€;0,875€;0,711€
Reino Unido;16/06/2008;1,495€;0,633€;1,660€;0,773€;0,883€;0,718€
Reino Unido;09/06/2008;1,465€;0,616€;1,626€;0,753€;0,863€;0,700€
Reino Unido;02/06/2008;1,476€;0,616€;1,639€;0,754€;0,891€;0,725€
Reino Unido;26/05/2008;1,445€;0,596€;1,601€;0,729€;0,879€;0,716€
Reino Unido;19/05/2008;1,416€;0,574€;1,561€;0,697€;0,855€;0,693€
Reino Unido;12/05/2008;1,408€;0,560€;1,540€;0,672€;0,822€;0,660€
Reino Unido;05/05/2008;1,405€;0,554€;1,533€;0,663€;0,789€;0,628€
Reino Unido;28/04/2008;1,395€;0,546€;1,518€;0,650€;0,783€;0,622€
Reino Unido;21/04/2008;1,356€;0,525€;1,474€;0,626€;0,754€;0,597€
Reino Unido;14/04/2008;1,348€;0,516€;1,459€;0,611€;0,741€;0,584€
Reino Unido;07/04/2008;1,359€;0,518€;1,463€;0,607€;0,701€;0,545€
Reino Unido;31/03/2008;1,346€;0,513€;1,442€;0,595€;0,691€;0,537€
Reino Unido;17/03/2008;1,354€;0,512€;1,439€;0,584€;0,697€;0,541€
Reino Unido;10/03/2008;1,393€;0,524€;1,476€;0,594€;0,724€;0,562€
Reino Unido;03/03/2008;1,374€;0,512€;1,448€;0,575€;0,691€;0,531€
Reino Unido;25/02/2008;1,388€;0,514€;1,462€;0,576€;0,696€;0,534€
Reino Unido;18/02/2008;1,382€;0,505€;1,453€;0,565€;0,694€;0,532€
Reino Unido;11/02/2008;1,389€;0,508€;1,459€;0,567€;0,673€;0,511€
Reino Unido;04/02/2008;1,387€;0,509€;1,453€;0,565€;0,654€;0,494€
Reino Unido;28/01/2008;1,403€;0,516€;1,468€;0,572€;0,662€;0,500€
Reino Unido;21/01/2008;1,402€;0,516€;1,468€;0,572€;0,676€;0,513€
Reino Unido;14/01/2008;1,366€;0,500€;1,431€;0,556€;0,664€;0,505€
Reino Unido;07/01/2008;1,385€;0,504€;1,451€;0,560€;0,678€;0,516€
Reino Unido;21/12/2009;1,205€;0,418€;1,224€;0,434€;0,541€;0,394€
Reino Unido;14/12/2009;1,205€;0,424€;1,217€;0,434€;0,533€;0,388€
Reino Unido;07/12/2009;1,200€;0,423€;1,214€;0,435€;0,537€;0,392€
Reino Unido;30/11/2009;1,193€;0,421€;1,207€;0,433€;0,527€;0,384€
Reino Unido;23/11/2009;1,207€;0,426€;1,220€;0,437€;0,534€;0,388€
Reino Unido;16/11/2009;1,212€;0,426€;1,225€;0,438€;0,540€;0,393€
Reino Unido;09/11/2009;1,210€;0,423€;1,224€;0,435€;0,545€;0,398€
Reino Unido;02/11/2009;1,189€;0,412€;1,201€;0,423€;0,550€;0,404€
Reino Unido;26/10/2009;1,161€;0,399€;1,172€;0,408€;0,544€;0,400€
Reino Unido;19/10/2009;1,149€;0,385€;1,162€;0,396€;0,530€;0,387€
Reino Unido;12/10/2009;1,122€;0,374€;1,132€;0,383€;0,501€;0,362€
Reino Unido;05/10/2009;1,143€;0,382€;1,154€;0,391€;0,500€;0,359€
Reino Unido;28/09/2009;1,143€;0,385€;1,153€;0,394€;0,495€;0,354€
Reino Unido;21/09/2009;1,169€;0,396€;1,178€;0,405€;0,505€;0,361€
Reino Unido;14/09/2009;1,211€;0,414€;1,218€;0,420€;0,512€;0,365€
Reino Unido;07/09/2009;1,223€;0,420€;1,228€;0,425€;0,530€;0,382€
Reino Unido;31/08/2009;1,193€;0,422€;1,197€;0,426€;0,535€;0,392€
Reino Unido;24/08/2009;1,206€;0,424€;1,211€;0,429€;0,534€;0,389€
Reino Unido;17/08/2009;1,205€;0,420€;1,210€;0,425€;0,534€;0,388€
Reino Unido;10/08/2009;1,207€;0,415€;1,216€;0,423€;0,538€;0,391€
Reino Unido;03/08/2009;1,205€;0,410€;1,215€;0,419€;0,535€;0,387€
Reino Unido;27/07/2009;1,181€;0,401€;1,189€;0,408€;0,511€;0,366€
Reino Unido;20/07/2009;1,188€;0,403€;1,197€;0,411€;0,496€;0,351€
Reino Unido;13/07/2009;1,184€;0,405€;1,199€;0,418€;0,489€;0,345€
Reino Unido;06/07/2009;1,203€;0,416€;1,220€;0,432€;0,516€;0,370€
Reino Unido;29/06/2009;1,217€;0,420€;1,238€;0,438€;0,529€;0,381€
Reino Unido;22/06/2009;1,220€;0,418€;1,245€;0,440€;0,541€;0,391€
Reino Unido;15/06/2009;1,204€;0,407€;1,233€;0,433€;0,524€;0,376€
Reino Unido;08/06/2009;1,155€;0,382€;1,192€;0,414€;0,502€;0,358€
Reino Unido;01/06/2009;1,145€;0,371€;1,193€;0,413€;0,484€;0,341€
Reino Unido;25/05/2009;1,123€;0,361€;1,176€;0,407€;0,473€;0,332€
Reino Unido;18/05/2009;1,105€;0,347€;1,171€;0,404€;0,475€;0,334€
Reino Unido;11/05/2009;1,075€;0,332€;1,147€;0,395€;0,476€;0,337€
Reino Unido;04/05/2009;1,074€;0,325€;1,155€;0,396€;0,457€;0,318€
